name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
How Deep Is Your Love,How Deep Is Your Love,Calvin Harris,2015-07-17,212640,75,0.738,0.0389,0.738,0.868,0.00171,0.388,-4.373,0.0731,122.003,4
FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,188238,77,0.582,0.875,0.582,0.272,0,0.13,-5.662,0.0501,205.846,4
Kill Em With Kindness,Revival (Deluxe),Selena Gomez,2015-10-09,217906,65,0.757,0.00795,0.757,0.884,5.87E-05,0.0973,-5.488,0.0404,120.012,4
Slow Motion,Slow Motion,Trey Songz,2015-01-20,197854,48,0.733,0.679,0.733,0.408,3.92E-05,0.11,-7.834,0.0388,94.947,4
All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,72,0.689,0.119,0.689,0.521,8.41E-05,0.108,-5.845,0.132,95.055,4
Lips Are Movin,Title (Deluxe),Meghan Trainor,2015-01-09,182666,69,0.775,0.0506,0.775,0.825,1.03E-06,0.111,-5.402,0.0464,139.091,4
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,196693,74,0.618,0.00256,0.618,0.717,0,0.625,-5.738,0.318,190.05,4
Hands To Myself,Revival (Deluxe),Selena Gomez,2015-10-09,200680,67,0.811,0.0147,0.811,0.499,2.44E-06,0.342,-7.161,0.118,111.016,4
"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",Listen,David Guetta,2014-11-21,192560,73,0.596,0.24,0.596,0.73,0,0.325,-4.091,0.151,85.979,4
I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),Usher,2014-11-21,251989,67,0.87,0.205,0.87,0.464,0,0.0902,-8.337,0.178,112.974,4
I Want You To Know,I Want You To Know,Zedd,2015-02-23,238800,0,0.561,0.00621,0.561,0.877,8.11E-06,0.28,-2.215,0.0659,130.003,4
My House,My House,Flo Rida,2015-04-07,192190,75,0.688,0.0215,0.688,0.702,0,0.128,-4.792,0.0499,94.006,4
Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,66,0.672,0.0223,0.672,0.593,0,0.214,-4.01,0.0304,98.02,4
Post to Be (feat. Chris Brown & Jhene Aiko),Sex Playlist,Omarion,2014-12-02,226580,70,0.733,0.0697,0.733,0.676,0,0.208,-5.655,0.0432,97.448,4
Here,Four Pink Walls,Alessia Cara,2015-08-28,199453,0,0.379,0.0804,0.379,0.799,0,0.0793,-4.031,0.163,120.892,4
Where Are Ü Now (with Justin Bieber),Skrillex and Diplo present Jack Ü,Jack Ü,2015-02-24,250285,73,0.432,0.041,0.432,0.781,4.21E-06,0.0789,-4.038,0.0567,139.432,4
Cheerleader - Felix Jaehn Remix Radio Edit,Me 4 U,OMI,2015-10-16,180565,74,0.782,0.166,0.782,0.685,1.18E-05,0.16,-6.237,0.0309,118.016,4
"Honey, I'm Good","Honey, I'm Good",Andy Grammer,2015-05-31,199666,5,0.754,0.0289,0.754,0.799,0,0.351,-6.419,0.0553,122.037,4
Five More Hours - Deorro x Chris Brown,Five More Hours (Deorro x Chris Brown),Deorro,2015-03-03,211975,65,0.699,0.0288,0.699,0.883,0,0.817,-3.226,0.219,127.961,4
Marvin Gaye (feat. Meghan Trainor),Nine Track Mind,Charlie Puth,2016-01-29,190453,64,0.795,0.417,0.795,0.616,0,0.349,-5.281,0.06,110.015,4
Sunset Lover,Sunset Lover,Petit Biscuit,2015,237792,73,0.783,0.729,0.783,0.467,0.809,0.109,-9.474,0.0503,90.838,4
Hotline Bling,Views,Drake,2016-05-06,267066,75,0.891,0.00258,0.891,0.628,0.00019,0.0504,-7.863,0.0551,134.966,4
Good For You,Good For You,Selena Gomez,2015-08-07,221560,0,0.6,0.154,0.6,0.676,0,0.0741,-6.447,0.0652,88.928,4
Runaway (U & I),Pharmacy,Galantis,2015-06-05,227073,74,0.506,0.00711,0.506,0.805,0.00193,0.0856,-4.119,0.0469,126.008,4
Ayo,Fan of A Fan The Album (Expanded Edition),Chris Brown,2015-02-24,225226,71,0.823,0.0399,0.823,0.563,0,0.0851,-5.095,0.0443,98.031,4
Somebody,Somebody,Natalie La Rose,2014-01-06,189906,63,0.83,0.000792,0.83,0.52,1.25E-05,0.0656,-8.714,0.0376,104.99,4
Can't Feel My Face,Beauty Behind The Madness,The Weeknd,2015-08-28,213520,80,0.705,0.113,0.705,0.769,0,0.105,-5.526,0.0425,107.949,4
Lot to Learn,TMRW,Luke Christopher,2015-09-11,248337,63,0.405,0.0948,0.405,0.846,0,0.0666,-3.57,0.195,82.232,4
11-Jul,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,213506,70,0.747,0.0128,0.747,0.705,0,0.126,-5.137,0.126,136.024,4
Send My Love (To Your New Lover),25,Adele,2015-11-20,223078,43,0.688,0.0356,0.688,0.532,3.08E-06,0.172,-8.361,0.0875,164.068,4
"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",My House,Flo Rida,2015-04-07,224258,66,0.854,0.0242,0.854,0.766,0,0.0793,-4.697,0.141,118.004,4
Bitch Better Have My Money,Bitch Better Have My Money,Rihanna,2015-03-26,219305,74,0.781,0.0509,0.781,0.728,1.94E-06,0.257,-4.981,0.0621,102.99,4
Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,64,0.644,0.484,0.644,0.57,0,0.299,-6.994,0.052,113.945,4
Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,2015-11-06,253208,50,0.427,0.759,0.427,0.304,1.14E-05,0.111,-9.661,0.0436,116.977,4
Take Me To Church,Hozier,Hozier,2014-07-20,241688,81,0.566,0.634,0.566,0.664,0,0.116,-5.303,0.0464,128.945,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,83,0.734,0.0462,0.734,0.637,2.29E-05,0.0602,-5.677,0.141,169.977,4
oui,Late Nights: The Album,Jeremih,2015-12-04,238320,74,0.418,0.213,0.418,0.724,0,0.112,-3.724,0.0964,78.521,5
Centuries,American Beauty/American Psycho,Fall Out Boy,2015-01-20,228360,79,0.393,0.00359,0.393,0.858,0,0.102,-2.868,0.0729,176.042,4
Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,77,0.765,0.223,0.765,0.356,0,0.0963,-5.556,0.195,96.991,4
Let It Go,Chaos And The Calm,James Bay,2015-03-20,260533,72,0.536,0.82,0.536,0.311,1.65E-05,0.107,-10.396,0.0288,147.486,4
Geronimo,Bombs Away,Sheppard,2015-01-12,218227,68,0.705,0.456,0.705,0.78,0.00152,0.115,-6.267,0.0805,142.028,4
I Don't Fuck With You,Dark Sky Paradise,Big Sean,2015-02-24,284386,74,0.824,0.0362,0.824,0.733,0,0.325,-5.474,0.0613,97.972,4
Unsteady,VHS,X Ambassadors,2015-06-30,193546,0,0.376,0.175,0.376,0.662,0.000691,0.203,-6.124,0.057,107.209,4
King,Communion,Years & Years,2015-07-10,215360,0,0.559,0.0665,0.559,0.848,0,0.382,-4.125,0.0388,119.977,4
Like I Can,In The Lonely Hour,Sam Smith,2014-05-26,167065,65,0.656,0.343,0.656,0.627,2.17E-05,0.124,-6.627,0.0379,99.933,4
In The Night,Beauty Behind The Madness,The Weeknd,2015-08-28,235653,0,0.48,0.0696,0.48,0.682,0,0.0463,-4.94,0.13,167.939,3
All Eyes on You (feat. Chris Brown & Nicki Minaj),Dreams Worth More Than Money,Meek Mill,2015-06-29,223973,66,0.589,0.0242,0.589,0.658,0,0.118,-5.288,0.203,77.521,4
Watch Me (Whip / Nae Nae),Watch Me (Whip / Nae Nae),Silentó,2015-05-04,185131,0,0.819,0.234,0.819,0.768,0,0.334,-8.522,0.134,139.982,4
Hold My Hand,Hold My Hand,Jess Glynne,2015-02-24,227343,60,0.642,0.00159,0.642,0.823,0,0.0776,-5.717,0.0289,122.977,4
Water Under The Bridge,25,Adele,2015-11-20,240439,39,0.59,0.0142,0.59,0.833,5.35E-06,0.105,-6.503,0.0615,94.963,4
Starboy,Starboy,The Weeknd,2016-11-25,230453,1,0.681,0.165,0.681,0.594,3.49E-06,0.134,-7.028,0.282,186.054,4
One Dance,Views,Drake,2016-05-06,173986,79,0.792,0.00776,0.792,0.625,0.0018,0.329,-5.609,0.0536,103.967,4
Love Yourself,Purpose (Deluxe),Justin Bieber,2015-11-13,233720,2,0.609,0.835,0.609,0.378,0,0.28,-9.828,0.438,100.418,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,83,0.748,0.414,0.748,0.524,0,0.111,-5.599,0.0338,95.01,4
Hello,Hello,Adele,2015-10-23,295502,34,0.471,0.329,0.471,0.431,0,0.0854,-6.129,0.0342,157.98,4
Panda,New English,Desiigner,2016-06-26,246761,72,0.576,0.028,0.576,0.766,1.68E-06,0.366,-4.943,0.449,144.833,4
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,79,0.319,0.0285,0.319,0.739,0,0.111,-5.74,0.272,194.169,4
Cheap Thrills (feat. Sean Paul),Cheap Thrills (feat. Sean Paul),Sia,2016-02-11,224813,67,0.592,0.0561,0.592,0.8,2.01E-06,0.0775,-4.931,0.215,89.972,4
Stressed Out,Blurryface,Twenty One Pilots,2015-05-15,202333,83,0.734,0.0462,0.734,0.637,2.29E-05,0.0602,-5.677,0.141,169.977,4
Work,ANTI (Deluxe),Rihanna,2016-01-28,219320,75,0.725,0.0752,0.725,0.534,0,0.0919,-6.238,0.0946,91.974,4
PILLOWTALK,PILLOWTALK,ZAYN,2016-08-22,203686,60,0.588,0.104,0.588,0.702,0,0.089,-4.271,0.0496,124.909,4
Sorry,Purpose (Deluxe),Justin Bieber,2015-11-13,200786,79,0.654,0.0797,0.654,0.76,0,0.299,-3.669,0.045,99.945,4
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,2016-05-06,236001,76,0.667,0.0123,0.667,0.83,0,0.191,-5.715,0.0749,113.03,4
Into You,Dangerous Woman,Ariana Grande,2016-05-20,244453,74,0.623,0.0162,0.623,0.734,1.75E-06,0.145,-5.948,0.107,107.853,4
Hurts So Good,Hurts So Good,Astrid S,2016-05-06,208728,0,0.672,0.082,0.672,0.589,0,0.0962,-5.008,0.049,120.036,4
In the Name of Love,In the Name of Love,Martin Garrix,2016-07-29,195706,77,0.501,0.109,0.501,0.519,0,0.454,-5.88,0.0409,133.99,4
History,Made In The A.M. (Deluxe Edition),One Direction,2015-11-13,187426,74,0.655,0.0352,0.655,0.699,0,0.064,-4.421,0.0493,86.704,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,81,0.444,0.106,0.444,0.819,0,0.107,-4.078,0.341,82.695,4
Shout Out to My Ex,Glory Days: The Platinum Edition,Little Mix,2017-11-24,246240,15,0.773,0.0239,0.773,0.747,8.23E-06,0.11,-4.061,0.0889,126.014,4
Never Forget You,Never Forget You,MNEK,2015-07-22,213427,47,0.583,0.00312,0.583,0.732,9.86E-06,0.269,-5.728,0.0457,145.992,4
We Don't Talk Anymore (feat. Selena Gomez),Nine Track Mind,Charlie Puth,2016-01-29,217706,78,0.728,0.621,0.728,0.563,0,0.179,-8.053,0.134,100.017,4
Dangerous Woman,Dangerous Woman,Ariana Grande,2016-05-20,235946,0,0.677,0.0612,0.677,0.604,0,0.353,-5.32,0.0385,134.052,3
Stitches,Handwritten,Shawn Mendes,2015-04-14,206880,76,0.746,0.0152,0.746,0.754,0,0.0486,-6.684,0.0676,149.882,4
Starving,HAIZ,Hailee Steinfeld,2016-07-15,181880,0,0.695,0.379,0.695,0.615,0,0.104,-4.194,0.104,99.817,4
"Sit Still, Look Pretty","Sit Still, Look Pretty",Daya,2016-10-07,202221,69,0.657,0.141,0.657,0.739,0,0.178,-4.081,0.274,181.994,4
Lush Life,Lush Life,Zara Larsson,2015-06-09,201122,0,0.694,0.133,0.694,0.712,0,0.211,-3.923,0.046,98.022,4
Let Me Love You,Encore,DJ Snake,2016-08-05,205946,80,0.649,0.0863,0.649,0.716,2.63E-05,0.135,-5.371,0.0349,99.988,4
Work from Home (feat. Ty Dolla $ign),7/27 (Deluxe),Fifth Harmony,2016-05-27,214480,76,0.803,0.103,0.803,0.585,3.94E-06,0.0644,-5.861,0.0432,105.017,4
Side To Side,Dangerous Woman,Ariana Grande,2016-05-20,226160,1,0.648,0.0408,0.648,0.738,0,0.292,-5.883,0.247,159.145,4
Can I Be Him,Back from the Edge,James Arthur,2016-10-28,246880,77,0.696,0.308,0.696,0.543,0,0.0939,-6.164,0.0489,107.969,4
Close,Last Year Was Complicated,Nick Jonas,2016-06-10,234213,69,0.654,0.253,0.654,0.623,0,0.144,-5.273,0.082,123.996,4
I Know What You Did Last Summer,Handwritten,Shawn Mendes,2015-04-14,223853,69,0.687,0.102,0.687,0.761,0,0.147,-4.582,0.0876,113.939,4
Cold Water (feat. Justin Bieber & MØ),Cold Water (feat. Justin Bieber & MØ),Major Lazer,2016-07-22,185351,1,0.608,0.0736,0.608,0.798,0,0.156,-5.092,0.0432,92.943,4
Perfect Strangers,Perfect Strangers,Jonas Blue,2016-06-03,196613,1,0.742,0.372,0.742,0.819,0,0.277,-5.307,0.0487,117.986,4
I Took A Pill In Ibiza - Seeb Remix,"At Night, Alone.",Mike Posner,2016-05-06,197933,75,0.664,0.0353,0.664,0.714,8.42E-06,0.0843,-6.645,0.111,101.969,4
This Is What You Came For (feat. Rihanna),This Is What You Came For (feat. Rihanna),Calvin Harris,2016-04-29,222160,77,0.63,0.199,0.63,0.928,0.124,0.148,-2.787,0.0331,123.963,4
What Do You Mean?,Purpose (Deluxe),Justin Bieber,2015-11-13,205680,0,0.845,0.59,0.845,0.567,0.00142,0.0811,-8.118,0.0956,125.02,4
"i hate u, i love u (feat. olivia o'brien)",us,gnash,2016-03-25,251033,79,0.492,0.687,0.492,0.275,0,0.101,-13.4,0.3,92.6,4
Hands To Myself,Revival (Deluxe),Selena Gomez,2015-10-09,200680,67,0.811,0.0147,0.811,0.499,2.44E-06,0.342,-7.161,0.118,111.016,4
Just Hold On,Just Hold On,Steve Aoki,2016-12-10,198774,66,0.647,0.00383,0.647,0.932,1.50E-06,0.0574,-3.515,0.0824,114.991,4
Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,78,0.671,0.11,0.671,0.314,0,0.0825,-8.091,0.244,110.898,4
All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,2015-10-21,229746,72,0.689,0.119,0.689,0.521,8.41E-05,0.108,-5.845,0.132,95.055,4
This Town,This Town,Niall Horan,2016-09-29,232600,60,0.679,0.699,0.679,0.407,0,0.122,-7.778,0.0302,111.814,4
Don't Let Me Down,Don't Let Me Down,The Chainsmokers,2016-02-05,208373,78,0.532,0.157,0.532,0.869,0.00508,0.136,-5.094,0.172,159.803,4
Somebody Else,"I like it when you sleep, for you are so beautiful yet so unaware of it",The 1975,2016-02-26,347525,72,0.618,0.204,0.618,0.793,0.0154,0.126,-5.711,0.0601,101.015,4
NO,Thank You (Deluxe Version),Meghan Trainor,2017-05-12,213506,70,0.557,0.0124,0.557,0.803,1.61E-06,0.737,-3.599,0.213,92.134,4
Rockabye (feat. Sean Paul & Anne-Marie),Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,2016-10-21,251088,75,0.72,0.406,0.72,0.763,0,0.18,-4.068,0.0523,101.965,4
When We Were Young,25,Adele,2015-11-20,290900,47,0.377,0.303,0.377,0.595,0,0.095,-5.936,0.0489,144.464,4
All Time Low,The Human Condition,Jon Bellion,2016-06-10,217603,69,0.617,0.0584,0.617,0.567,0,0.0933,-4.188,0.0828,90.246,4
Ophelia,Ophelia,The Lumineers,2016-02-05,160097,0,0.664,0.63,0.664,0.576,0.000198,0.0902,-6.429,0.0286,76.026,4
Same Old Love,Revival (Deluxe),Selena Gomez,2015-10-09,229080,66,0.672,0.0223,0.672,0.593,0,0.214,-4.01,0.0304,98.02,4
Sex,Sex,Cheat Codes,2016-02-05,228361,0,0.51,0.00451,0.51,0.692,0,0.138,-5.825,0.171,102.42,4
Cake By The Ocean,DNCE,DNCE,2016-11-18,219146,77,0.774,0.152,0.774,0.753,0,0.0371,-5.446,0.0517,119.002,4
Tears (feat. Louisa Johnson),Tears (feat. Louisa Johnson),Clean Bandit,2016-05-27,225914,60,0.605,0.0431,0.605,0.77,0,0.159,-3.645,0.0446,130.037,4
Hymn for the Weekend,A Head Full of Dreams,Coldplay,2015-12-04,258266,78,0.491,0.211,0.491,0.693,6.92E-06,0.325,-6.487,0.0377,90.027,4
Middle,Encore,DJ Snake,2016-08-05,220573,0,0.611,0.0199,0.611,0.7,0,0.0549,-5.331,0.0436,104.981,4
Sorry,Lemonade,Beyoncé,2016-04-23,232560,68,0.775,0.00175,0.775,0.598,4.44E-06,0.253,-7.274,0.0535,129.988,4
No Money,No Money,Galantis,2016-04-01,189126,68,0.671,0.0282,0.671,0.916,0.00762,0.24,-4.014,0.0397,126.01,4
One Call Away,Nine Track Mind,Charlie Puth,2016-01-29,194453,70,0.667,0.403,0.667,0.613,0,0.115,-5.353,0.0344,91.024,4
Hide Away,"Sit Still, Look Pretty",Daya,2016-10-07,192376,62,0.885,0.225,0.885,0.801,1.65E-06,0.0733,-4.716,0.0882,95.011,4
I Fall Apart,Stoney,Post Malone,2016-12-09,223346,0,0.565,0.0782,0.565,0.55,0,0.196,-5.357,0.0397,143.927,4
Alarm,Alarm,Anne-Marie,2016-05-20,205593,61,0.756,0.0812,0.756,0.589,0,0.176,-5.093,0.232,146.928,4
When You Love Someone,First Impressions,James TW,2016-04-15,216373,1,0.68,0.256,0.68,0.446,0,0.0515,-6.039,0.0281,125.863,4
Fresh Eyes,Fresh Eyes,Andy Grammer,2016-12-09,198001,50,0.828,0.548,0.828,0.56,3.66E-05,0.15,-6.685,0.0327,122.054,4
You & Me,You & Me,Marc E. Bassy,2016-05-06,218480,0,0.687,0.0362,0.687,0.645,0,0.201,-8.38,0.19,84.925,4
Hotline Bling,Views,Drake,2016-05-06,267066,0,0.903,0.00347,0.903,0.62,0.000119,0.0504,-8.094,0.0587,134.96,4
Here,Know-It-All (Deluxe),Alessia Cara,2016-03-11,199453,67,0.376,0.0783,0.376,0.822,0,0.0841,-3.974,0.104,120.493,4
Ride,Blurryface,Twenty One Pilots,2015-05-15,214506,80,0.645,0.00835,0.645,0.713,0,0.113,-5.355,0.0393,74.989,4
History,Olivia,Olivia Holt,2016-07-15,203992,58,0.767,0.0997,0.767,0.631,0,0.119,-6.762,0.0541,100.968,4
Hotter Than Hell,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,187957,64,0.532,0.011,0.532,0.868,0,0.0584,-4.23,0.0908,110.127,4
Don't,T R A P S O U L,Bryson Tiller,2015-10-02,198293,77,0.765,0.223,0.765,0.356,0,0.0963,-5.556,0.195,96.991,4
My House,My House,Flo Rida,2015-04-07,192190,75,0.688,0.0215,0.688,0.702,0,0.128,-4.792,0.0499,94.006,4
Roses,Roses,The Chainsmokers,2015-06-16,226738,72,0.713,0.0435,0.713,0.802,0.00377,0.309,-7.055,0.0561,100.001,4
Lost Boy,Lost Boy,Ruth B.,2015-08-21,275280,74,0.71,0.965,0.71,0.0565,0,0.0889,-15.099,0.0534,123.994,4
Too Good,Views,Drake,2016-05-06,263373,70,0.794,0.0489,0.794,0.653,4.88E-05,0.1,-7.839,0.104,117.996,4
All In My Head (Flex) (feat. Fetty Wap),7/27 (Deluxe),Fifth Harmony,2016-05-27,210573,63,0.689,0.023,0.689,0.791,0,0.0526,-5.194,0.053,95.04,4
My Way,My Way,Calvin Harris,2016-09-16,219159,74,0.819,0.0935,0.819,0.913,3.72E-05,0.161,-3.059,0.0427,119.989,4
Never Be Like You,Skin,Flume,2016-05-27,233337,0,0.443,0.441,0.443,0.558,0,0.163,-5.436,0.0624,116.838,4
Love Me Now,Love Me Now,John Legend,2016-10-07,210306,56,0.416,0.572,0.416,0.773,0,0.105,-3.784,0.0949,122.65,4
The Greatest (feat. Kendrick Lamar),This Is Acting (Deluxe Version),Sia,2016-10-21,210226,71,0.668,0.0102,0.668,0.725,0.000479,0.0561,-6.127,0.266,191.944,4
Send My Love (To Your New Lover),25,Adele,2015-11-20,223078,43,0.688,0.0356,0.688,0.532,3.08E-06,0.172,-8.361,0.0875,164.068,4
Dancing On My Own,Dancing On My Own,Calum Scott,2016-06-03,260004,0,0.686,0.839,0.686,0.172,1.81E-05,0.0793,-8.722,0.0329,112.655,4
7 Years,Lukas Graham,Lukas Graham,2016-04-01,237300,78,0.765,0.287,0.765,0.473,0,0.391,-5.829,0.0514,119.992,4
The Ocean (feat. Shy Martin),The Ocean (feat. Shy Martin),Mike Perry,2016-04-15,183414,72,0.632,0.0225,0.632,0.575,1.81E-06,0.104,-6.478,0.029,90.037,4
Faded,Different World,Alan Walker,2018-12-14,212106,78,0.468,0.0281,0.468,0.627,7.97E-06,0.11,-5.085,0.0476,179.642,4
Cool Girl,Cool Girl,Tove Lo,2016-08-04,197815,0,0.674,0.343,0.674,0.71,6.71E-06,0.129,-7.042,0.111,101.983,4
Fast Car,Fast Car,Jonas Blue,2015-12-04,212424,1,0.459,0.453,0.459,0.587,0,0.307,-6.983,0.0785,113.901,4
Controlla,Views,Drake,2016-05-06,245226,70,0.59,0.0789,0.59,0.468,0,0.101,-11.083,0.185,92.287,4
Exchange,T R A P S O U L,Bryson Tiller,2015-10-02,194613,76,0.525,0.107,0.525,0.433,0,0.135,-10.598,0.185,160.108,4
Sexual,Sexual,NEIKED,2016,188888,63,0.797,0.0692,0.797,0.567,0,0.0705,-7.503,0.0651,108.024,4
"Me, Myself & I",When It's Dark Out,G-Eazy,2015-12-04,251466,75,0.756,0.0184,0.756,0.674,0,0.158,-6.518,0.0959,111.995,4
Final Song,Final Song,MØ,2016-05-13,235826,67,0.695,0.014,0.695,0.672,8.44E-05,0.0756,-6.109,0.0345,104.988,4
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")","Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,2016-04-15,215413,68,0.632,0.0114,0.632,0.701,0,0.108,-5.921,0.146,162.958,4
Papercuts (feat. Vera Blue),Papercuts (feat. Vera Blue),Illy,2016-07-08,255889,52,0.369,0.161,0.369,0.618,0,0.257,-6.304,0.249,191.863,4
Unsteady,VHS,X Ambassadors,2015-06-30,193546,75,0.389,0.178,0.389,0.665,0.000732,0.116,-6.169,0.0644,117.055,4
H.O.L.Y.,Dig Your Roots,Florida Georgia Line,2016-08-26,194186,0,0.526,0.379,0.526,0.675,0,0.0727,-3.989,0.0339,78,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,195920,80,0.732,0.0841,0.732,0.396,3.58E-05,0.105,-9.348,0.0286,90.024,4
Say It,Skin,Flume,2016-05-27,262521,54,0.581,0.0731,0.581,0.531,3.27E-06,0.0616,-6.829,0.0322,75.255,4
Sweet Lovin' - Radio Edit,Sweet Lovin',Sigala,2015-12-14,202149,44,0.683,0.0553,0.683,0.91,4.78E-06,0.336,-1.231,0.0515,124.977,4
You Don't Own Me (feat. G-Eazy),FMA,SAYGRACE,2016-07-01,201493,69,0.332,0.159,0.332,0.635,2.79E-06,0.0599,-5.653,0.0898,186.249,3
Shape of You,÷ (Deluxe),Ed Sheeran,2017-03-03,233712,84,0.825,0.581,0.825,0.652,0,0.0931,-3.183,0.0802,95.977,4
Despacito (Featuring Daddy Yankee),Despacito (Featuring Daddy Yankee),Luis Fonsi,2017-01-13,228200,2,0.66,0.209,0.66,0.786,0,0.112,-4.757,0.17,177.833,4
That's What I Like,24K Magic,Bruno Mars,2016-11-17,206693,80,0.853,0.013,0.853,0.56,0,0.0944,-4.961,0.0406,134.066,4
Something Just Like This,Memories...Do Not Open,The Chainsmokers,2017-04-07,247160,81,0.617,0.0498,0.617,0.635,1.44E-05,0.164,-6.769,0.0317,103.019,4
Treat You Better,Illuminate,Shawn Mendes,2017-04-20,187973,81,0.444,0.106,0.444,0.819,0,0.107,-4.078,0.341,82.695,4
Symphony (feat. Zara Larsson),So Good,Zara Larsson,2017-03-17,214866,0,0.718,0.281,0.718,0.609,3.29E-05,0.234,-4.699,0.0429,122.948,4
HUMBLE.,DAMN.,Kendrick Lamar,2017-04-14,177000,1,0.906,0.000243,0.906,0.625,3.23E-05,0.0975,-6.779,0.0903,150.018,4
Scars To Your Beautiful,Know-It-All (Deluxe),Alessia Cara,2016-03-11,230226,79,0.319,0.0285,0.319,0.739,0,0.111,-5.74,0.272,194.169,4
Bad and Boujee (feat. Lil Uzi Vert),Culture,Migos,2017-01-27,343150,74,0.927,0.061,0.927,0.665,0,0.123,-5.313,0.244,127.076,4
Pretty Girl - Cheat Codes X CADE Remix,Pretty Girl (Cheat Codes X CADE Remix),Maggie Lindemann,2017-03-03,193613,66,0.703,0.15,0.703,0.868,0.132,0.104,-4.661,0.0291,121.03,4
Congratulations,Stoney (Deluxe),Post Malone,2016-12-09,220293,80,0.63,0.215,0.63,0.804,0,0.253,-4.183,0.0363,123.146,4
Dusk Till Dawn - Radio Edit,Dusk Till Dawn (Radio Edit),ZAYN,2017-09-07,239000,80,0.258,0.101,0.258,0.437,1.27E-06,0.106,-6.593,0.039,180.043,4
XO Tour Llif3,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,182706,82,0.732,0.00264,0.732,0.75,0,0.109,-6.366,0.231,155.096,4
There's Nothing Holdin' Me Back,Illuminate (Deluxe),Shawn Mendes,2017-04-20,199440,2,0.857,0.381,0.857,0.8,0,0.0913,-4.035,0.0583,121.996,4
IDGAF,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,217946,78,0.836,0.0403,0.836,0.544,0,0.0824,-5.975,0.0943,97.028,4
Attention,Attention,Charlie Puth,2017-04-20,211475,3,0.774,0.0969,0.774,0.626,3.12E-05,0.0848,-4.432,0.0432,100.041,4
Say You Won't Let Go,Back from the Edge,James Arthur,2016-10-28,211466,85,0.358,0.695,0.358,0.557,0,0.0902,-7.398,0.059,85.043,4
Wolves,Wolves,Selena Gomez,2017-10-25,197993,79,0.724,0.124,0.724,0.804,0,0.204,-4.614,0.0448,124.987,4
Closer,Closer,The Chainsmokers,2016-07-29,244960,83,0.748,0.414,0.748,0.524,0,0.111,-5.599,0.0338,95.01,4
Scared to Be Lonely,Scared to Be Lonely,Martin Garrix,2017-01-27,220883,78,0.584,0.0895,0.584,0.54,0,0.261,-7.786,0.0576,137.972,4
All Night,Night & Day (Night Edition),The Vamps,2017-07-14,197640,73,0.538,0.0041,0.538,0.804,0,0.33,-5.194,0.0358,144.992,4
No Promises (feat. Demi Lovato),No Promises (feat. Demi Lovato),Cheat Codes,2017-03-31,223503,70,0.741,0.0575,0.741,0.667,0,0.106,-5.445,0.134,112.956,4
"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,2017-09-08,174800,76,0.664,0.0337,0.664,0.708,0,0.0841,-4.154,0.0474,103.07,4
Mercy,Illuminate (Deluxe),Shawn Mendes,2017-04-20,208733,1,0.561,0.118,0.561,0.674,0,0.111,-4.882,0.0818,148.127,4
Stay,Stay,Zedd,2017-02-23,210090,75,0.69,0.253,0.69,0.622,0,0.116,-5.025,0.0622,102.04,4
New Rules,Dua Lipa (Deluxe),Dua Lipa,2017-06-02,212000,60,0.763,0.00261,0.763,0.72,1.11E-05,0.114,-5.181,0.0691,116.01,4
